SYMBOL,SECTOR,MARKET_CAP
PFOCUS,Communication Services,26438.0
PFS,Financial Services,1747.41
PGEL,Technology,12539.73
PGHH,Consumer Defensive,31512.88
PGHL,Healthcare,8003.56
PGIL,Consumer Cyclical,7042.34
PHOENIXLTD,Real Estate,57114.25
PICCADIL,Consumer Defensive,5303.57
PIDILITIND,Basic Materials,131810.91
PIGL,Industrials,228.84
PIIND,Basic Materials,42856.16
PILANIINVS,Financial Services,4864.04
PILITA,Consumer Cyclical,166.38
PINELABS,Technology,17979.71
PIONEEREMB,Consumer Cyclical,73.79
PIRAMALFIN,Financial Services,38412.55
PITTIENG,Industrials,2894.71
PIXTRANS,Industrials,1974.37
PKTEA,Consumer Defensive,252.0
PLASTIBLEN,Basic Materials,350.33
PLATIND,Basic Materials,1145.14
PLAZACABLE,Industrials,150.16
PNB,Financial Services,120212.66
PNBGILTS,Financial Services,1166.29
PNBHOUSING,Financial Services,21286.9
PNC,Communication Services,30.99
PNCINFRA,Industrials,4405.55
PNGJL,Consumer Cyclical,8130.95
PNGSREVA,Consumer Cyclical,1185.84
POCL,Basic Materials,3367.25
PODDARMENT,Basic Materials,248.78
POKARNA,Industrials,2793.99
POLICYBZR,Financial Services,67612.64
POLYCAB,Industrials,108916.96
POLYMED,Healthcare,14105.65
POLYPLEX,Basic Materials,2527.88
PONNIERODE,Consumer Defensive,241.66
POONAWALLA,Financial Services,32703.3
POWERGRID,Utilities,274739.84
POWERICA,Industrials,4998.8
POWERINDIA,Industrials,111647.18
POWERMECH,Industrials,6158.85
PPAP,Consumer Cyclical,282.11
PPL,Industrials,455.24
PPLPHARMA,Healthcare,18674.53
PRABHA,Energy,2334.45
PRAENG,Real Estate,138.61
PRAJIND,Industrials,6259.75
PRAKASH,Basic Materials,2267.47
PRAKASHSTL,Basic Materials,73.18
PRAXIS,Consumer Cyclical,119.64
PRECAM,Consumer Cyclical,1154.17
PRECOT,Consumer Cyclical,628.5
PRECWIRE,Industrials,5367.68
PREMEXPLN,Basic Materials,2324.55
PREMIER,Industrials,9.58
PREMIERENE,Technology,42364.78
PREMIERPOL,Basic Materials,588.76
PRESTIGE,Real Estate,52639.54
PRICOLLTD,Consumer Cyclical,6570.63
PRIMESECU,Financial Services,954.46
PRIMO,Basic Materials,549.38
PRINCEPIPE,Industrials,2525.7
PRITI,Consumer Cyclical,49.14
PRITIKAUTO,Industrials,205.81
PRIVISCL,Basic Materials,11633.65
PROSTARM,Industrials,770.02
PROTEAN,Technology,2040.58
PROZONER,Real Estate,806.51
PRSMJOHNSN,Basic Materials,6172.16
PRUDENT,Financial Services,9324.33
PRUDMOULI,Consumer Defensive,43.96
PSB,Financial Services,16343.42
PSPPROJECT,Industrials,2545.6
PTC,Utilities,4817.54
PTCIL,Industrials,24027.06
PTL,Real Estate,496.55
PUNJABCHEM,Basic Materials,1173.66
PURVA,Real Estate,4129.49
PVP,Industrials,688.14
PVRINOX,Communication Services,9293.64
PVSL,Consumer Cyclical,686.42
PWL,Consumer Defensive,27169.94
PYRAMID,Consumer Cyclical,556.89
QPOWER,Industrials,6636.57
QUADFUTURE,Industrials,1157.6
QUESS,Industrials,2723.36
QUICKHEAL,Technology,798.2
RACE,Industrials,226.55
RACLGEAR,Consumer Cyclical,1473.4
RADAAN,Communication Services,16.66
RADHIKAJWE,Consumer Cyclical,695.53
RADIANTCMS,Industrials,417.44
RADICO,Consumer Defensive,35225.49
RADIOCITY,Communication Services,218.54
RAILTEL,Communication Services,8628.43
RAIN,Basic Materials,3712.25
RAINBOW,Healthcare,12484.97
RAJESHEXPO,Consumer Cyclical,2842.3
RAJMET,Basic Materials,106.72
RAJOOENG,Industrials,1016.31
RAJRATAN,Basic Materials,1879.67
RAJRILTD,Consumer Cyclical,1165.6
RAJSREESUG,Consumer Defensive,93.08
RAJTV,Communication Services,118.99
RALLIS,Basic Materials,4922.79
RAMANEWS,Consumer Defensive,455.26
RAMAPHO,Basic Materials,431.48
RAMASTEEL,Basic Materials,772.21
RAMCOCEM,Basic Materials,22320.18
RAMCOIND,Industrials,2227.57
RAMCOSYS,Technology,1534.22
RAMKY,Industrials,3237.42
RAMRAT,Industrials,2902.22
RANASUG,Consumer Defensive,198.56
RANEHOLDIN,Consumer Cyclical,1441.7
RATEGAIN,Technology,5991.1
RATNAMANI,Basic Materials,15470.55
RATNAVEER,Basic Materials,946.06
RAYMOND,Industrials,2350.93
RAYMONDLSL,Consumer Cyclical,4806.01
RAYMONDREL,Real Estate,2761.55
RBA,Consumer Cyclical,3552.05
RBLBANK,Financial Services,19329.47
RBZJEWEL,Consumer Cyclical,537.68
RCF,Basic Materials,6488.4
RCOM,Communication Services,248.8
RECLTD,Financial Services,86737.39
REDINGTON,Technology,16174.13
REDTAPE,Consumer Cyclical,6303.11
REFEX,Energy,2922.48
REGAAL,Consumer Defensive,708.79
REGENCERAM,Industrials,125.19
RELAXO,Consumer Cyclical,6717.86
RELCHEMQ,Consumer Cyclical,86.55
RELIABLE,Technology,118.26
RELIANCE,Energy,1765446.31
RELIGARE,Financial Services,7439.44
RELINFRA,Utilities,3303.72
RELTD,Technology,2432.53
REMSONSIND,Consumer Cyclical,326.8
RENUKA,Consumer Defensive,6007.27
REPCOHOME,Financial Services,2359.5
REPL,Industrials,146.5
REPRO,Industrials,502.23
RESPONIND,Basic Materials,3541.63
RETAIL,Consumer Defensive,17.15
RGL,Consumer Cyclical,1106.53
RHETAN,Basic Materials,1955.5
RHIM,Industrials,7748.97
RHL,Consumer Cyclical,298.49
RICOAUTO,Consumer Cyclical,1464.05
RIIL,Industrials,1025.21
RISHABH,Technology,1570.99
RITCO,Industrials,531.17
RITES,Industrials,9215.1
RKDL,Consumer Defensive,45.1
RKEC,Industrials,84.88
RKFORGE,Industrials,9193.12
RKSWAMY,Communication Services,420.22
RMC,Industrials,418.42
RMDRIP,Industrials,1182.55
RML,Consumer Cyclical,1890.1
RNBDENIMS,Consumer Cyclical,551.18
ROHLTD,Consumer Cyclical,844.57
ROLEXRINGS,Industrials,3261.46
ROLLT,Real Estate,30.76
ROML,Consumer Defensive,60.82
ROSSARI,Basic Materials,2459.3
ROSSELLIND,Industrials,177.88
ROSSTECH,Industrials,2898.94
ROTO,Industrials,1016.53
ROUTE,Communication Services,2943.88
RPEL,Basic Materials,2924.82
RPGLIFE,Healthcare,3127.2
RPOWER,Utilities,9677.7
RPPINFRA,Industrials,345.44
RPPL,Consumer Cyclical,117.35
RPSGVENT,Technology,3583.09
RPTECH,Technology,2432.36
RRKABEL,Industrials,14950.29
RSL,Basic Materials,1025.63
RSSOFTWARE,Technology,68.79
RSWM,Consumer Cyclical,626.03
RSYSTEMS,Technology,3169.95
RTNINDIA,Consumer Cyclical,4030.81
RTNPOWER,Utilities,4435.71
RUBFILA,Basic Materials,347.37
RUBICON,Healthcare,12829.11
RUBYMILLS,Consumer Cyclical,703.41
RUCHINFRA,Industrials,156.54
RUCHIRA,Basic Materials,323.19
RUDRA,Basic Materials,178.21
RUPA,Consumer Cyclical,1028.43
RUSHIL,Consumer Cyclical,452.74
RUSTOMJEE,Real Estate,4977.38
RVHL,Real Estate,239.01
RVNL,Industrials,54488.49
RVTH,Industrials,184.92
S&SPOWER,Industrials,390.61
SAATVIKGL,Technology,5210.03
SABEVENTS,Communication Services,9.83
SADBHAV,Industrials,152.01
SADBHIN,Industrials,84.18
SADHNANIQ,Basic Materials,489.23
SAFARI,Consumer Cyclical,7251.84
SAGARDEEP,Basic Materials,38.96
SAGCEM,Basic Materials,2264.98
SAGILITY,Healthcare,19614.77
SAHYADRI,Industrials,248.19
SAIL,Basic Materials,66344.49
SAILIFE,Healthcare,20026.9
SAIPARENT,Healthcare,0.0
SAKAR,Healthcare,1160.71
SAKHTISUG,Consumer Defensive,189.36
SAKSOFT,Technology,1642.61
SAKUMA,Consumer Defensive,329.19
SALASAR,Basic Materials,1144.45
SALONA,Consumer Cyclical,145.85
SALSTEEL,Basic Materials,596.58
SALZERELEC,Industrials,946.66
SAMBHAAV,Communication Services,110.65
SAMBHV,Basic Materials,3328.4
SAMHI,Consumer Cyclical,3238.9
SAMMAANCAP,Financial Services,16634.93
SAMPANN,Basic Materials,134.96
SANATHAN,Consumer Cyclical,3726.02
SANCO,Industrials,2.34
SANDESH,Communication Services,679.92
SANDHAR,Consumer Cyclical,2850.3
SANDUMA,Basic Materials,8953.83
SANGAMIND,Consumer Cyclical,2193.88
SANGHIIND,Basic Materials,1288.79
SANGHVIMOV,Industrials,2411.51
SANGINITA,Basic Materials,52.55
SANOFI,Healthcare,7796.38
SANOFICONR,Healthcare,10448.91
SANSERA,Consumer Cyclical,13405.13
SANSTAR,Basic Materials,1422.6
SAPPHIRE,Consumer Cyclical,5101.47
SARDAEN,Basic Materials,18609.26
SAREGAMA,Communication Services,5976.48
SARLAPOLY,Consumer Cyclical,651.82
SARVESHWAR,Consumer Defensive,428.97
SASKEN,Technology,1841.97
SASTASUNDR,Healthcare,853.72
SATIA,Basic Materials,608.9
SATIN,Financial Services,1615.06
SAURASHCEM,Basic Materials,609.26
SBC,Industrials,1506.67
SBCL,Industrials,2470.93
SBFC,Financial Services,9332.15
SBGLP,Real Estate,433.31
SBICARD,Financial Services,60869.12
SBILIFE,Financial Services,184709.38
SBIN,Financial Services,951122.81
SCHAEFFLER,Consumer Cyclical,57932.39
SCHAND,Communication Services,524.0
SCHNEIDER,Industrials,22175.7
SCI,Industrials,10866.16
SCILAL,Real Estate,1925.61
SCODATUBES,Basic Materials,814.94
SCPL,Consumer Defensive,335.33
SDBL,Consumer Defensive,1480.67
SEAMECLTD,Industrials,3923.55
SECMARK,Industrials,120.45
SECURKLOUD,Technology,70.46
SEDEMAC,Consumer Cyclical,7530.42
SEJALLTD,Industrials,544.3
SELMC,Consumer Cyclical,98.68
SEMAC,Industrials,75.39
SENCO,Consumer Cyclical,5175.93
SENORES,Healthcare,3556.72
SEPC,Industrials,1136.84
SERVOTECH,Industrials,1596.05
SESHAPAPER,Basic Materials,1627.26
SETCO,Consumer Cyclical,318.77
SETL,Industrials,2526.96
SETUINFRA,Industrials,5.28
SEYAIND,Basic Materials,32.02
SFL,Consumer Cyclical,5442.61
SGFIN,Financial Services,2948.44
SGIL,Industrials,754.9
SGL,Consumer Cyclical,36.2
SGMART,Industrials,6334.27
SHADOWFAX,Industrials,6885.94
SHAH,Basic Materials,438.18
SHAHALLOYS,Basic Materials,120.82
SHAILY,Basic Materials,9633.46
SHAKTIPUMP,Industrials,6259.98
SHALBY,Healthcare,1559.77
SHALPAINTS,Basic Materials,385.99
SHANKARA,Consumer Cyclical,302.56
SHANTI,Consumer Defensive,7.79
SHANTIGEAR,Industrials,3507.42
SHANTIGOLD,Consumer Cyclical,1247.69
SHARDACROP,Basic Materials,8820.41
SHARDAMOTR,Consumer Cyclical,4362.41
SHAREINDIA,Financial Services,2897.91
SHEKHAWATI,Consumer Cyclical,37.3
SHEMAROO,Communication Services,256.53
SHILCTECH,Industrials,4685.68
SHILPAMED,Healthcare,7655.29
SHIVALIK,Basic Materials,391.8
SHIVAMAUTO,Consumer Cyclical,227.44
SHIVAMILLS,Consumer Cyclical,42.32
SHIVATEX,Consumer Cyclical,189.56
SHIVAUM,Basic Materials,446.09
SHK,Basic Materials,1709.22
SHOPERSTOP,Consumer Cyclical,3162.02
SHRADHA,Real Estate,189.33
SHREDIGCEM,Basic Materials,1006.55
SHREECEM,Basic Materials,84248.55
SHREEJISPG,Industrials,5567.73
SHREEPUSHK,Basic Materials,1076.36
SHREERAMA,Consumer Cyclical,640.83
SHRENIK,Basic Materials,24.48
SHREYANIND,Basic Materials,211.36
SHRINGARMS,Consumer Cyclical,1745.81
SHRIPISTON,Consumer Cyclical,13110.99
SHRIRAMFIN,Financial Services,175104.42
SHRIRAMPPS,Real Estate,1169.41
SHYAMCENT,Basic Materials,94.63
SHYAMMETL,Basic Materials,22866.2
SHYAMTEL,Technology,10.93
SICALLOG,Industrials,518.64
SIEMENS,Industrials,109524.86
SIGACHI,Healthcare,733.99
SIGIND,Industrials,137.58
SIGMA,Technology,414.14
SIGMAADV,Industrials,2849.54
SIGNATURE,Real Estate,10895.2
SIGNPOST,Communication Services,1242.87
SIKKO,Basic Materials,197.43
SIL,Consumer Cyclical,90.7
SILGO,Consumer Cyclical,193.61
SILINV,Financial Services,429.45
SILLYMONKS,Communication Services,15.32
SILVERTUC,Technology,1565.6
SIMBHALS,Consumer Defensive,33.28
SIMPLEXINF,Industrials,1356.72
SINCLAIR,Consumer Cyclical,391.06
SINDHUTRAD,Industrials,3419.39
SINGERIND,,0.0
SINTERCOM,Consumer Cyclical,196.52
SIRCA,Basic Materials,2289.55
SIS,Industrials,4073.65
SITINET,Communication Services,35.8
SIYSIL,Consumer Cyclical,2322.27
SJS,Consumer Cyclical,5149.56
SJVN,Utilities,26537.91
SKFINDIA,Industrials,7579.33
SKFINDUS,Industrials,10984.13
SKIPPER,Industrials,4070.26
SKMEGGPROD,Consumer Defensive,864.91
SKYGOLD,Consumer Cyclical,5719.49
SMARTLINK,Technology,119.37
SMARTWORKS,Real Estate,4375.09
SMCGLOBAL,Financial Services,1254.72
SMLMAH,Consumer Cyclical,5739.45
SMLT,Industrials,92.05
SMSPHARMA,Healthcare,3652.9
SNOWMAN,Industrials,604.98
SOBHA,Real Estate,13136.22
SOFTTECH,Technology,399.73
SOLARA,Healthcare,2259.97
SOLARINDS,Basic Materials,121310.96
SOLARWORLD,Technology,1461.39
SOLEX,Technology,1139.93
SOMANYCERA,Industrials,1627.39
SOMATEX,Consumer Cyclical,333.46
SOMICONVEY,Industrials,121.41
SONACOMS,Consumer Cyclical,32034.45
SONAMLTD,Consumer Cyclical,211.49
SONATSOFTW,Technology,6550.27
SOTL,Basic Materials,2191.19
SOUTHBANK,Financial Services,9671.91
SOUTHWEST,Energy,656.91
SPAL,Consumer Cyclical,1861.46
SPANDANA,Financial Services,1802.4
SPARC,Healthcare,4101.3
SPCENET,Financial Services,194.25
SPECIALITY,Consumer Cyclical,462.57
SPECTRUM,Industrials,2100.47
SPENCERS,Consumer Cyclical,264.34
SPIC,Basic Materials,1273.57
SPLIL,Consumer Cyclical,76.82
SPLPETRO,Basic Materials,13586.93
SPMLINFRA,Industrials,1359.83
SPORTKING,Consumer Cyclical,1663.94
SRD,Basic Materials,277.74
SREEL,Consumer Cyclical,427.34
SRF,Industrials,71023.39
SRGHFL,Financial Services,412.02
SRHHYPOLTD,Basic Materials,750.62
SRM,Industrials,957.64
SRTL,Consumer Cyclical,184.12
SSDL,Consumer Cyclical,231.9
SSWL,Consumer Cyclical,3007.3
STALLION,Basic Materials,1409.4
STANLEY,Consumer Cyclical,730.52
STAR,Healthcare,9162.89
STARCEMENT,Basic Materials,8472.83
STARHEALTH,Financial Services,27119.37
STARPAPER,Basic Materials,206.76
STARTECK,Financial Services,242.49
STCINDIA,Industrials,647.58
STEELCAS,Basic Materials,2469.2
STEELCITY,Financial Services,122.32
STEELXIND,Basic Materials,1022.72
STEL,Financial Services,881.34
STERTOOLS,Industrials,779.41
STLNETWORK,Communication Services,914.57
STLTECH,Technology,9271.1
STOVEKRAFT,Consumer Cyclical,1609.68
STUDDS,Consumer Cyclical,1753.0
STYL,Technology,3803.08
STYLAMIND,Consumer Cyclical,3758.74
STYLEBAAZA,Consumer Cyclical,2121.74
STYRENIX,Basic Materials,3344.71
SUBEXLTD,Technology,451.1
SUBROS,Consumer Cyclical,4498.66
SUDARCOLOR,Basic Materials,734.46
SUDARSCHEM,Basic Materials,6057.44
SUDEEPPHRM,Healthcare,6802.9
SUKHJITS,Basic Materials,522.18
SULA,Consumer Defensive,1322.85
SUMEETINDS,Consumer Cyclical,1557.4
SUMICHEM,Basic Materials,19628.91
SUMIT,Real Estate,222.31
SUMMITSEC,Financial Services,1699.16
SUNCLAY,Industrials,2762.16
SUNDARAM,Basic Materials,61.6
SUNDARMFIN,Financial Services,51506.96
SUNDRMBRAK,Consumer Cyclical,212.12
SUNDRMFAST,Consumer Cyclical,15760.68
SUNDROP,Consumer Defensive,2300.83
SUNFLAG,Basic Materials,4189.56
SUNPHARMA,Healthcare,412205.74
SUNTECK,Real Estate,4417.74
SUNTV,Communication Services,23249.02
SUPERHOUSE,Consumer Cyclical,160.31
SUPERSPIN,Consumer Cyclical,25.6
SUPRAJIT,Consumer Cyclical,5736.5
SUPREME,Real Estate,210.93
SUPREMEENG,Basic Materials,25.49
SUPREMEIND,Industrials,47940.33
SUPREMEINF,Industrials,172.74
SUPRIYA,Healthcare,4915.08
SURAJEST,Real Estate,915.48
SURAJLTD,Basic Materials,471.33
SURAKSHA,Healthcare,1320.2
SURANASOL,Technology,110.27
SURANAT&P,Utilities,245.76
SURYALAXMI,Consumer Cyclical,104.68
SURYAROSNI,Basic Materials,4536.59
SURYODAY,Financial Services,1362.75
SUTLEJTEX,Consumer Cyclical,477.97
SUVEN,Healthcare,4400.71
SUVIDHAA,Technology,55.11
SUYOG,Communication Services,788.97
SUZLON,Industrials,56985.11
SVLL,Industrials,656.12
SVPGLOB,Consumer Cyclical,31.25
SWANCORP,Industrials,9867.62
SWANDEF,Industrials,9358.46
SWARAJENG,Consumer Cyclical,4457.6
SWELECTES,Technology,815.73
SWIGGY,Consumer Cyclical,69923.35
SWSOLAR,Technology,3865.48
SYMPHONY,Consumer Cyclical,4938.5
SYNCOMF,Healthcare,1152.31
SYNGENE,Healthcare,15711.71
SYRMA,Technology,15579.0
SYSTMTXC,Financial Services,862.19
TAINWALCHM,Basic Materials,167.74
TAJGVK,Consumer Cyclical,2004.57
TAKE,Healthcare,626.87
TALBROAUTO,Consumer Cyclical,1538.27
TANLA,Technology,5631.92
TARACHAND,Industrials,456.55
TARAPUR,Industrials,44.95
TARC,Real Estate,3386.82
TARIL,Industrials,8057.95
TARMAT,Industrials,135.57
TARSONS,Healthcare,1018.69
TASTYBITE,Consumer Defensive,1743.47
TATACAP,Financial Services,130063.37
TATACHEM,Basic Materials,15884.05
TATACOMM,Communication Services,39854.4
TATACONSUM,Consumer Defensive,105106.01
TATAELXSI,Technology,27146.4
TATAINVEST,Financial Services,30023.25
TATAPOWER,Utilities,123883.32
TATASTEEL,Basic Materials,247104.72
TATATECH,Technology,22270.0
TATVA,Basic Materials,2679.44
TBOTEK,Consumer Cyclical,11534.78
TBZ,Consumer Cyclical,884.58
TCC,,0.0
TCI,Industrials,7464.49
TCIEXP,Industrials,1969.36
TCIFINANCE,Financial Services,18.7
TCPLPACK,Consumer Cyclical,2177.38
TCS,Technology,918921.88
TDPOWERSYS,Industrials,13750.81
TEAMGTY,Financial Services,239.16
TEAMLEASE,Industrials,2008.17
TECHM,Technology,130553.2
TECHNOE,Industrials,12161.45
TECILCHEM,Financial Services,22.91
TEGA,Industrials,12686.06
TEJASNET,Technology,7427.94
TEMBO,Industrials,747.6
TENNIND,Consumer Cyclical,0.0
TERASOFT,Technology,403.95
TEXINFRA,Real Estate,1258.85
TEXMOPIPES,Industrials,114.77
TEXRAIL,Industrials,3687.41
TFCILTD,Financial Services,2996.85
TFL,Financial Services,65.48
TGBHOTELS,Consumer Cyclical,25.18
THANGAMAYL,Consumer Cyclical,12021.76
THEINVEST,Financial Services,524.04
THEJO,Industrials,1696.52
THELEELA,Consumer Cyclical,13829.2
THEMISMED,Healthcare,723.35
THERMAX,Industrials,36202.95
THOMASCOOK,Consumer Cyclical,4514.59
THOMASCOTT,Consumer Cyclical,364.71
THYROCARE,Healthcare,6028.11
TI,Consumer Defensive,10297.14
TICL,Industrials,378.54
TIGERLOGS,Industrials,280.57
TIIL,Industrials,5111.58
TIINDIA,Industrials,50093.3
TIJARIA,Industrials,12.45
TIL,Industrials,1188.55
TIMETECHNO,Consumer Cyclical,8215.08
TIMKEN,Industrials,24705.76
TINNARUBR,Basic Materials,1104.37
TIPSFILMS,Communication Services,138.29
TIPSMUSIC,Communication Services,6922.08
TIRUMALCHM,Basic Materials,2087.97
TIRUPATIFL,Industrials,504.23
TITAGARH,Industrials,9363.19
TITAN,Consumer Cyclical,375273.37
TMB,Financial Services,9699.82
TMCV,Consumer Cyclical,145838.73
TMPV,Consumer Cyclical,113675.0
TNPETRO,Basic Materials,779.62
TNPL,Basic Materials,912.2
TNTELE,Technology,40.43
TOKYOPLAST,Consumer Cyclical,66.55
TOLINS,Consumer Cyclical,384.86
TORNTPHARM,Healthcare,137114.41
TORNTPOWER,Utilities,70521.3
TOTAL,Industrials,82.89
TOUCHWOOD,Communication Services,79.26
TPHQ,Industrials,57.0
TPLPLASTEH,Consumer Cyclical,470.71
TRACXN,Technology,337.1
TRANSRAILL,Industrials,6802.08
TRANSWORLD,Industrials,300.8
TRAVELFOOD,Consumer Cyclical,16857.61
TREEHOUSE,Consumer Defensive,32.66
TREJHARA,Technology,348.68
TREL,Real Estate,605.64
TRENT,Consumer Cyclical,135902.86
TRF,Industrials,269.29
TRIDENT,Consumer Cyclical,12278.35
TRIGYN,Technology,147.29
TRITURBINE,Industrials,14523.03
TRIVENI,Consumer Defensive,8526.06
TRU,Financial Services,67.03
TRUALT,Energy,3593.59
TSFINV,Financial Services,7697.73
TTKHLTCARE,Healthcare,1151.48
TTKPRESTIG,Consumer Cyclical,6444.91
TTL,Consumer Cyclical,222.15
TTML,Communication Services,7427.81
TVSELECT,Technology,732.01
TVSHLTD,Consumer Cyclical,27798.91
TVSMOTOR,Consumer Cyclical,164932.03
TVSSCS,Industrials,4418.86
TVSSRICHAK,Consumer Cyclical,2691.08
TVTODAY,Communication Services,621.15
TVVISION,Communication Services,21.35
UBL,Consumer Defensive,38790.88
UCAL,Consumer Cyclical,202.91
UCOBANK,Financial Services,30529.46
UDS,Industrials,978.93
UEL,Technology,1971.19
UFBL,Consumer Cyclical,870.61
UFLEX,Consumer Cyclical,2511.96
UFO,Communication Services,251.4
UGARSUGAR,Consumer Defensive,445.84
UGROCAP,Financial Services,1420.13
UJJIVANSFB,Financial Services,10969.41
ULTRACEMCO,Basic Materials,321708.57
UMAEXPORTS,Consumer Defensive,87.5
UMESLTD,Consumer Defensive,18.39
UMIYA-MRO,Real Estate,150.95
UNICHEMLAB,Healthcare,2210.04
UNIDT,Energy,413.03
UNIECOM,Technology,1014.32
UNIENTER,Basic Materials,678.96
UNIINFO,Communication Services,11.9
UNIMECH,Industrials,3784.52
UNIONBANK,Financial Services,131240.56
UNIPARTS,Industrials,2223.72
UNITDSPR,Consumer Defensive,90059.54
UNITECH,Real Estate,1235.13
UNITEDPOLY,Consumer Cyclical,613.95
UNITEDTEA,Consumer Defensive,255.7
UNIVASTU,Industrials,228.16
UNIVCABLES,Industrials,2417.23
UNIVPHOTO,Healthcare,415.31
UNOMINDA,Consumer Cyclical,59062.97
UPL,Basic Materials,51355.24
URAVIDEF,Consumer Cyclical,155.96
URBANCO,Technology,18839.28
URJA,Technology,517.64
USHAMART,Basic Materials,12364.51
USK,Industrials,110.99
UTIAMC,Financial Services,11995.66
UTKARSHBNK,Financial Services,2121.19
UTLSOLAR,Technology,6832.04
UTTAMSUGAR,Consumer Defensive,947.05
UYFINCORP,Financial Services,251.88
V2RETAIL,Consumer Cyclical,6965.63
VADILALIND,Consumer Defensive,3139.07
VAIBHAVGBL,Consumer Cyclical,3218.27
VAISHALI,Healthcare,77.62
VAKRANGEE,Technology,661.83
VALIANTLAB,Healthcare,321.37
VALIANTORG,Basic Materials,734.97
VARDHACRLC,Consumer Cyclical,273.0
VARDMNPOLY,Consumer Cyclical,338.11
VARROC,Consumer Cyclical,7229.7
VASCONEQ,Industrials,762.82
VASWANI,Basic Materials,178.89
VBL,Consumer Defensive,135571.26
VCL,Consumer Cyclical,26.46
VEDL,Basic Materials,278750.27
VEEDOL,Basic Materials,2255.56
VENKEYS,Consumer Defensive,1922.64
VENTIVE,Consumer Cyclical,13409.96
VENUSPIPES,Basic Materials,2187.58
VENUSREM,Healthcare,1224.98
VERANDA,Consumer Defensive,1328.39
VERTOZ,Technology,325.32
VESUVIUS,Industrials,9191.62
VETO,Industrials,185.51
VGL,Consumer Cyclical,308.5
VGUARD,Industrials,13963.44
VHL,Financial Services,1037.9
VHLTD,Consumer Cyclical,937.51
VIDHIING,Basic Materials,1626.66
VIDYAWIRES,Industrials,1138.12
VIJAYA,Healthcare,9557.56
VIJIFIN,Financial Services,46.94
VIKASECO,Basic Materials,188.82
VIKASLIFE,Consumer Defensive,276.2
VIKRAMSOLR,Technology,6735.36
VIKRAN,Industrials,1543.6
VIMTALABS,Healthcare,1880.21
VINATIORGA,Basic Materials,13381.51
VINCOFE,Consumer Defensive,1982.09
VINDHYATEL,Industrials,1302.59
VINEETLAB,Basic Materials,59.9
VINNY,Consumer Cyclical,51.64
VINYLINDIA,Basic Materials,382.34
VIPCLOTHNG,Consumer Cyclical,210.65
VIPIND,Consumer Cyclical,4458.24
VIPULLTD,Real Estate,144.7
VIRINCHI,Technology,179.46
VISAKAIND,Industrials,514.8
VISASTEEL,Basic Materials,411.01
VISHNU,Basic Materials,3474.48
VISHWARAJ,Consumer Defensive,109.67
VITAL,Basic Materials,124.98
VIVIDHA,Consumer Cyclical,16.39
VIVIMEDLAB,Healthcare,52.82
VIYASH,Healthcare,8486.93
VLEGOV,Technology,130.26
VLSFINANCE,Financial Services,690.77
VMART,Consumer Cyclical,5008.8
VMM,Consumer Cyclical,52583.16
VMSTMT,Basic Materials,199.72
VOLTAMP,Industrials,9086.69
VOLTAS,Consumer Cyclical,40374.55
VPRPL,Industrials,461.77
VRAJ,Basic Materials,372.18
VRLLOG,Industrials,4123.44
VSSL,Basic Materials,2213.21
VSTIND,Consumer Defensive,3612.47
VSTL,Basic Materials,212.04
VSTTILLERS,Industrials,4337.19
VTL,Consumer Cyclical,15825.62
WAAREEENER,Technology,88705.92
WAAREEINDO,Technology,1721.98
WAAREERTL,Utilities,8939.3
WABAG,Industrials,7856.62
WAKEFIT,Consumer Cyclical,4813.89
WALCHANNAG,Industrials,1061.64
WANBURY,Healthcare,782.96
WCIL,Industrials,880.59
WEALTH,Financial Services,900.56
WEBELSOLAR,Technology,3293.45
WEIZMANIND,Consumer Cyclical,113.11
WEL,Consumer Cyclical,1041.11
WELCORP,Basic Materials,23183.53
WELENT,Industrials,6008.86
WELINV,Financial Services,475.0
WELSPUNLIV,Consumer Cyclical,11413.24
WENDT,Industrials,1280.8
WESTLIFE,Consumer Cyclical,6941.25
WEWIN,Technology,46.4
WEWORK,Real Estate,6125.18
WHEELS,Consumer Cyclical,2346.42
WHIRLPOOL,Consumer Cyclical,10422.7
WILLAMAGOR,Financial Services,27.6
WINDLAS,Healthcare,1624.63
WINDMACHIN,Industrials,2143.56
WINSOME,Consumer Cyclical,11.97
WIPL,Basic Materials,127.9
WIPRO,Technology,214651.99
WOCKPHARMA,Healthcare,21084.98
WONDERLA,Consumer Cyclical,3341.43
WORTHPERI,Consumer Cyclical,198.59
WSI,Industrials,577.64
WSTCSTPAPR,Basic Materials,2941.49
XCHANGING,Technology,637.34
XELPMOC,Technology,150.42
XPROINDIA,Basic Materials,2397.9
XTGLOBAL,Technology,383.33
YASHO,Basic Materials,1752.76
YATHARTH,Healthcare,6500.55
YATRA,Consumer Cyclical,1535.27
YESBANK,Financial Services,56891.5
YUKEN,Industrials,849.0
ZAGGLE,Technology,3103.36
ZEEL,Communication Services,7066.54
ZEELEARN,Consumer Defensive,164.2
ZEEMEDIA,Communication Services,452.81
ZENITHEXPO,Consumer Cyclical,101.68
ZENITHSTL,Basic Materials,68.71
ZENSARTECH,Technology,12423.9
ZENTEC,Industrials,12809.05
ZFCVINDIA,Consumer Cyclical,25888.85
ZIMLAB,Healthcare,368.33
ZODIAC,,0.0
ZODIACLOTH,Consumer Cyclical,188.03
ZOTA,Healthcare,3464.29
